ItemCode,ItemName
G200300007,DSA-C03M ชั้นคว่ำจานอลูมิเนียม ขนาดกลาง
G200300008,DSA-C03S ชั้นคว่ำจานอลูมิเนียม ขนาดเล็ก
G200300009,DSA-C12L ชั้นคว่ำจานอลูมิเนียม ขนาดใหญ่
G200300010,DSA-C12M ชั้นคว่ำจานอลูมิเนียม ขนาดกลาง
G200300011,DSA-C12S ชั้นคว่ำจานอลูมิเนียม ขนาดเล็ก
G200400001,SS-S โต๊ะสเตนเลส พร้อมชั้นวางด้านล่าง 3 ชั้น - ซันกิ
G200400002,SS-M โต๊ะสเตนเลส พร้อมชั้นวางด้านล่าง 3 ชั้น - ซันกิ
G200400003,SS-L โต๊ะสเตนเลส พร้อมชั้นวางด้านล่าง 3 ชั้น - ซันกิ
G161300001,123012 ชามซุปสเตนเลส พร้อมฝา 0.4 ลิตร ตราหัวม้าลาย
G161300002,123014 ชามซุปสเตนเลส พร้อมฝา 0.6 ลิตร ตราหัวม้าลาย
G161300003,123016 ชามซุปสเตนเลส พร้อมฝา 0.9 ลิตร ตราหัวม้าลาย
G161300004,123018 ชามซุปสเตนเลส พร้อมฝา 1.3 ลิตร ตราหัวม้าลาย
G161300005,123020 ชามซุปสเตนเลส พร้อมฝา 1.6 ลิตร ตราหัวม้าลาย
G161300006,123022 ชามซุปสเตนเลส พร้อมฝา 2.2 ลิตร ตราหัวม้าลาย
G190100001,LR646 ที่วางกระเป๋าสเตนเลส พับได้
G190200001,HR3335DS เครื่องชั่งน้ำหนักบุคคล
G041500001,2040 สีดำ ถังเก็บร่ม
G220100001,HH-3011 สีครีม ขวดปั๊มสบู่เหลว - DKW
G220100002,HH-3011 สีเทา ขวดปั๊มสบู่เหลว - DKW
G051030001,PA-130 โต๊ะกระจกทรงกลม Dia.600x700 มม. Prelude
G051060001,PA-132 เก้าอี้อเนกประสงค์ พนักพิงและที่นั่งอะลูมิเนียม - Prelude
G050100009,T-13 สีขาว โต๊ะพลาสติก Outdoor W510xD510xH420 มม.
G050100011,DADY สีขาว โต๊ะพลาสติก Outdoor W480xD560xH450 มม.
G050100008,T5-V3 สีขาว โต๊ะพลาสติก Outdoor W750XD750xH720 มม.
G050100007,T-16 สีขาว โต๊ะพลาสติก Outdoor Dia.925xH720 มม.
G050700032,CH-67 DENVER สีขาว เก้าอี้พลาสติก Outdoor
G050700133,CH-67 DENVER สีน้ำเงิน เก้าอี้พลาสติก Outdoor
G050700034,CH-67 GIAVA สีขาว เก้าอี้พลาสติก Outdoor
G050700035,CH-67 GIAVA สีเทา เก้าอี้พลาสติก Outdoor
G050700039,CH-34 สีขาว เก้าอี้พลาสติก Outdoor
G050700038,CH-67 VENUS สีขาว เก้าอี้พลาสติก Outdoor
G050700089,CH-48 สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700058,CH-52 สีขาว เก้าอี้พลาสติก แบบมีพนักพิงพร้อมที่ท้าวแขน
G050700092,CH-52 สีน้ำเงิน เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700091,CH-52 สีแดง เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700093,CH-52 สีเขียวเข้ม เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700098,CH-67 vision สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700100,CH-67 vision สีเทา เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700099,CH-67 vision สีน้ำตาล เก้าอี้พลาสติกแบบมีพนักพิงและที่ท้าวแขน
G050700101,CH-67 Vega สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700103,CH-67 Vega สีเทา เก้าอี้พลาสติกแบบมีพนักพิงและที่ท้าวแขน
G050700102,CH-67 Vega สีน้ำตาล เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700131,CH-46 สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700126,CH-66 สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700128,CH-66 สีน้ำตาล เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700127,CH-66 สีส้ม เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700129,CH-66 สีเขียวอ่อน เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700130,CH-66 สีเขียวเข้ม เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน
G050700152,PN9154 สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700153,PN9154 สีส้ม เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700154,PN9154 สีฟ้า เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700155,PN9154 สีเขียว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700156,PN9054 สีขาว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700157,PN9054 สีเทา เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700158,PN9054 สีดำ เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700159,PN9054 สีฟ้า เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700160,PN9054 สีส้ม เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G050700161,PN9054 สีเขียว เก้าอี้พลาสติก แบบมีพนักพิงและที่ท้าวแขน ไพโอเนียร์
G051100003,AQUA สีขาว เก้าอี้ริมสระ
G051100002,TULUM สีขาว เก้าอี้ริมสระ
G051100001,KAPRICE สีขาว เก้าอี้ริมสระ
G051100005,CH-27 สีขาว เก้าอี้ริมสระ
G051100004,FIJI สีขาว เก้าอี้ริมสระ
G180130001,"DGST510B สีน้ำเงิน สายยางพีวีซี 5/8""x10 เมตร SAKURA"
G180130002,"DGST520B สีน้ำเงิน สายยางพีวีซี 5/8""x20 เมตร SAKURA"
G180130003,"DGTI510 สีเขียว สายยางพีวีซี 5/8""x10 เมตร TAKARA"
G180130004,"DGTI520 สีเขียว สายยางพีวีซี 5/8""x20 เมตร TAKARA"
G180150001,DGT2302 สีเขียว ที่แขวนสายยางพลาสติก  TAKARA
G180150002,DGK5001 สีดำ ที่แขวนสายยางพลาสติก Karcher
G180155001,DTH001R สีแดง ที่แขวนสายยางเหล็ก TAKARA
G180155002,DTH001 สีเขียว ที่แขวนสายยางเหล็ก TAKARA
G180100002,DGT 1130-S โรลม้วนสายยาง แบบตั้งพื้น 20 ม.
G180100005,DGT1131-S โรลม้วนสายยาง แบบติดล้อ 30 ม.
G180100013,DGT1144-S โรลม้วนสายยาง แบบติดล้อ 40 ม. TAKARA
G180100007,373301 โรลม้วนสายยาง แบบติดล้อ 20 - 45 ม. Hoteche
G180100008,373401  โรลม้วนสายยาง แบบตั้งพื้น 20 - 45 ม. Hoteche
G180200003,DGT2001 หัวฉีดน้ำ รุ่นมาตรฐาน TAKARA
G180200005,DGT2008 ปืนฉีดน้ำพลาสติก ปรับระดับน้ำได้ TAKARA
G180200004,DGT2006 ปืนฉีดน้ำพลาสติก ปรับน้ำ 7 รูปแบบ TAKARA
G180210002,DGT2009 ปืนฉีดน้ำเหล็ก ปรับระดับน้ำได้ TAKARA
G180210001,DGT2007 ปืนฉีดน้ำเหล็ก ปรับน้ำ 7 รูปแบบ TAKARA
G180200006,DGK2007 ปืนฉีดน้ำ Karcher
G180200007,DGK2008 ปืนฉีดน้ำ ปรับระดับน้ำได้ Karcher
G180250001,DGK2009 ปืนฉีดน้ำหัวเหล็ก Karcher
G180200001,371002 ปืนฉีดน้ำรดต้นไม้ 8 ระบบ Hoteche
G180200002,372004 ปืนฉีดน้ำรดต้นไม้ 8 ระบบ พร้อมชุดข้อต่อ Hoteche
G050200040,PFF21-1-120 โต๊ะอเนกประสงค์ หน้าท็อปเมลามีน ขาพับ
G050200041,PFF21-1-150 โต๊ะอเนกประสงค์ หน้าท็อปเมลามีน ขาพับ
G050200042,PFF21-1-180 โต๊ะอเนกประสงค์ หน้าท็อปเมลามีน ขาพับ
G050600001,APW-081 สีน้ำเงินกรมท่า เก้าอี้อเนกประสงค์
G050600147,DT-067 สีน้ำเงินกรมท่า เก้าอี้อเนกประสงค์
G050600155,TK-78  สีดำ เก้าอี้อเนกประสงค์ W510xD540xH710 มม. ITK
G050600153,TK-78 สีกรมท่า เก้าอี้อเนกประสงค์ W510xD540xH710 มม. ITK
G050600154,TK-78  สีน้ำเงิน เก้าอี้อเนกประสงค์ W510xD540xH710 มม. ITK
G050600156,TK-78 สีส้ม เก้าอี้อเนกประสงค์ W510xD540xH710 มม. ITK
G050600148,DT-070 สีฟ้า เก้าอี้โพลีแบบแถว 2 ที่นั่ง
G050600149,DT-070-3S สีฟ้า เก้าอี้โพลีแบบแถว 3 ที่นั่ง
G050600150,DT-070-3S สีกรมท่า เก้าอี้โพลีแบบแถว 3 ที่นั่ง
G050600151,DT-070-4S สีกรมท่า เก้าอี้โพลีแบบแถว 4 ที่นั่ง
G050600006,ALF-812 สีฟ้า เก้าอี้พักคอย 2 ที่นั่ง
G050600007,ALF-813 สีฟ้า เก้าอี้พักคอย 3 ที่นั่ง
G050600003,ALF-813 สีน้ำเงินกรมท่า เก้าอี้พักคอย 3 ที่นั่ง
